,category,strain,effect_1,effect_2,effect_3,effect_4,effect_5,medical_1,medical_2,medical_3,medical_4,medical_5,negative_1,negative_2,negative_3,negative_4,negative_5,flavor_1,flavor_2,flavor_3,review_total,parent_1,parent_2,parent_3,parent_4,parent_5,parent_6,parent_7
2585,hybrid,silver pearl, happy, creative, energetic, relaxed, euphoric , stress, pain, depression, fatigue, insomnia , dry mouth, dry eyes, anxious, dizzy, headache , 1. skunk, 2. honey, 3. citrus ,73.0,n,n,n,n,n,n,n
2587,hybrid,silver surfer, happy, uplifted, euphoric, energetic, focused , stress, depression, fatigue, pain, insomnia , paranoid, dry mouth, dizzy, dry eyes, anxious , 1. spicy/herbal, 2. sweet, 3. citrus ,64.0,n,n,n,n,n,n,n
2589,sativa,silver train, happy, energetic, talkative, euphoric, uplifted , depression, stress, lack of appetite, pain, fatigue , dry mouth, dry eyes, headache, paranoid ,, 1. pine, 2. spicy/herbal, 3. sweet ,22.0,super silver haze,trainwreck,n,n,n,n,n
2591,indica,silverback gorilla, relaxed, happy, sleepy, euphoric, focused , pain, depression, stress, insomnia, inflammation , dry mouth, dry eyes, dizzy, paranoid, anxious , 1. earthy, 2. pungent, 3. berry ,131.0,n,n,n,n,n,n,n
2593,hybrid,silverfalls kush, relaxed, euphoric, giggly, happy, hungry , cramps, pain, stress, inflammation, insomnia , dizzy, dry eyes, dry mouth ,,, 1. sweet, 2. spicy/herbal, 3. strawberry ,,n,n,n,n,n,n,n
2595,sativa,silverhawks og, uplifted, euphoric, happy, tingly, energetic , stress, depression, fatigue, headaches, pain , dry eyes, dizzy, paranoid ,,, 1. earthy, 2. citrus, 3. diesel ,11.0,super silver haze,white fire alien og,n,n,n,n,n
2597,indica,sin city kush, uplifted, hungry, aroused, relaxed, euphoric , stress, lack of appetite, nausea, muscle spasms, depression , dry mouth, dizzy, dry eyes, anxious, headache , 1. grape, 2. pine, 3. sweet ,15.0,lvpk,super snow dog,n,n,n,n,n
2598,hybrid,sin valley og, relaxed, happy, euphoric, hungry, creative , stress, insomnia, pain, lack of appetite, depression , dry eyes, dry mouth, dizzy, anxious, paranoid , 1. earthy, 2. lemon, 3. citrus ,46.0,sfv og,blue power,n,n,n,n,n
2599,hybrid,sinmint cookies, relaxed, tingly, happy, euphoric, focused , pain, stress, depression, insomnia, lack of appetite , dry mouth, dry eyes, dizzy, headache, paranoid , 1. mint, 2. earthy, 3. pungent ,81.0,girl scout cookies,blue power,n,n,n,n,n
2600,sativa,sinai, euphoric, relaxed, uplifted, happy, hungry , depression, pain, lack of appetite, stress ,,,,,,, 1. menthol, 2. pepper, 3. spicy/herbal ,,n,n,n,n,n,n,n
2601,indica,sirius black, relaxed, euphoric, uplifted, happy, giggly , stress, depression, lack of appetite, fatigue, insomnia , dry mouth, anxious, dry eyes, dizzy ,, 1. grape, 2. blueberry, 3. lavender ,59.0,n,n,n,n,n,n,n
2602,hybrid,six shooter, creative, euphoric, focused, happy, relaxed , depression, headaches, stress, fatigue, lack of appetite ,,,,,, 1. skunk, 2. sweet, 3. citrus ,7.0,haze,northern lights,super skunk,trainwreck,n,n,n
2603,hybrid,sizzurp, relaxed, uplifted, euphoric, focused, creative , depression, stress, headaches, inflammation, insomnia , dizzy, dry eyes, dry mouth ,,, 1. pungent, 2. tropical, 3. earthy ,4.0,cookies and cream,n,n,n,n,n,n
2604,hybrid,skins skunk, euphoric, happy, relaxed, giggly, hungry , cramps, pain, depression, insomnia, muscle spasms , headache ,,,,, 1. lemon, 2. strawberry, 3. sweet ,,afgoo,n,n,n,n,n,n
2605,indica,skunk 47, relaxed, happy, uplifted, euphoric, giggly , stress, pain, depression, insomnia, nausea , dry mouth, dry eyes, dizzy ,,, 1. earthy, 2. skunk, 3. pungent ,28.0,skunk no 1,ak-47,n,n,n,n,n
2606,sativa,skunk dawg, relaxed, focused, happy, uplifted, energetic , depression, stress, pain, headaches, nausea , dry mouth, dry eyes, anxious, paranoid, dizzy , 1. skunk, 2. earthy, 3. sweet ,31.0,super skunk,chemdawg,n,n,n,n,n
2607,hybrid,skunk haze, relaxed, focused, uplifted, happy, energetic , stress, depression, nausea, fatigue, lack of appetite , dry mouth, dizzy, paranoid, dry eyes, anxious , 1. spicy/herbal, 2. vanilla, 3. butter ,71.0,n,n,n,n,n,n,n
2608,hybrid,skunkberry, happy, relaxed, tingly, uplifted, euphoric , pain, depression, muscle spasms, stress, lack of appetite , dry mouth, dry eyes, dizzy, headache, paranoid , 1. skunk, 2. berry, 3. blueberry ,76.0,blueberry,n,n,n,n,n,n
2609,hybrid,skunky diesel, happy, uplifted, hungry, creative, relaxed , stress, pain, depression, insomnia, muscle spasms , dry mouth, dry eyes, paranoid, dizzy ,, 1. skunk, 2. diesel, 3. earthy ,,skunk no 1,haze,n,n,n,n,n
2610,hybrid,sky lotus, tingly, euphoric, relaxed, happy, sleepy , pain, insomnia, muscle spasms, depression, stress , dizzy, dry eyes, paranoid ,,, 1. woody, 2. earthy, 3. lemon ,10.0,mazar x blueberry,snow lotus,n,n,n,n,n
2611,sativa,sky master, happy, energetic, euphoric, focused, creative , stress, depression, fatigue, pain, nausea , dry mouth, headache, dry eyes, anxious, paranoid , 1. blueberry, 2. flowery, 3. cheese ,15.0,blue dream,master kush,n,n,n,n,n
2612,indica,skydog, happy, uplifted, relaxed, hungry, sleepy , stress, pain, depression, headaches, insomnia , dry mouth, dry eyes, dizzy ,,, 1. earthy, 2. lemon, 3. sweet ,,n,n,n,n,n,n,n
2613,hybrid,skywalker alien, relaxed, happy, focused, euphoric, sleepy , stress, pain, inflammation, depression, muscle spasms , dry mouth, dizzy, dry eyes, headache ,, 1. citrus, 2. earthy, 3. woody ,82.0,n,n,n,n,n,n,n
2614,sativa,slazerbeam, relaxed, happy, energetic, uplifted, euphoric , stress, pain, depression, headaches, inflammation , dry eyes, dry mouth, anxious, paranoid ,, 1. earthy, 2. lemon, 3. skunk ,17.0,super lemon haze,n,n,n,n,n,n
2615,sativa,sleeskunk, euphoric, uplifted, energetic, relaxed, creative , stress, nausea, spasticity, fatigue, headaches , dry mouth, dry eyes, paranoid ,,, 1. skunk, 2. pine, 3. spicy/herbal ,13.0,sleestack,skunk no 1,n,n,n,n,n
2616,sativa,sleestack, uplifted, happy, euphoric, creative, relaxed , stress, depression, fatigue, lack of appetite, nausea , dry mouth, dry eyes, anxious, dizzy ,, 1. diesel, 2. earthy, 3. citrus ,23.0,schrom,martian mean green,n,n,n,n,n
2617,hybrid,slice of heaven, creative, focused, happy ,,,,,,,,,,,,, 1. berry, 2. skunk, 3. tropical ,,iced grapefruit,n,n,n,n,n,n
2618,hybrid,slimer og, euphoric, happy, uplifted, aroused, energetic , cramps, eye pressure, fatigue, depression, lack of appetite , dry mouth, anxious, dry eyes, dizzy, paranoid , 1. citrus, 2. earthy, 3. pine ,24.0,ghost og,white fire alien og,n,n,n,n,n
2619,hybrid,slurpie,,,,,,,,,,,,,,,,,,,1.0,granddaddy purple,bubba kush,sherbert,n,n,n,n
2620,hybrid,smelliot, happy, creative, euphoric, uplifted, focused , depression, insomnia, fatigue, muscle spasms, stress , dizzy ,,,,, 1. citrus, 2. pungent, 3. sweet ,,n,n,n,n,n,n,n
2621,hybrid,smooth operator, energetic, happy, talkative, uplifted ,,,,,,, dry mouth ,,,,, 1. earthy, 2. flowery, 3. pungent ,,purple trainwreck,rug burn og,n,n,n,n,n
2622,indica,snoop dogg og, happy, euphoric, relaxed, hungry, tingly , pain, stress, depression, fatigue, insomnia , dry mouth, dry eyes, dizzy, anxious, paranoid , 1. chemical, 2. lemon, 3. pungent ,135.0,n,n,n,n,n,n,n
2623,hybrid,snow bud, relaxed, energetic, sleepy, happy, creative , stress, pain, depression, nausea, inflammation , dry mouth, headache, dry eyes, dizzy, paranoid , 1. earthy, 2. pine, 3. skunk ,43.0,afghani,african,n,n,n,n,n
2624,hybrid,snow diesel, uplifted, happy, relaxed, euphoric, hungry , depression, headaches, lack of appetite, nausea, pain , dry mouth, dry eyes, dizzy ,,, 1. diesel, 2. pungent, 3. sweet ,9.0,east coast sour diesel,snow lotus,n,n,n,n,n
2625,hybrid,snow goddess, aroused, happy, euphoric, uplifted, talkative , depression, stress, headaches ,,,,,,,, 1. woody, 2. pine, 3. sweet ,4.0,n,n,n,n,n,n,n
2626,indica,snow leopard, relaxed, euphoric, happy, uplifted, giggly , stress, pain, insomnia, inflammation, depression , dry eyes, dry mouth, dizzy, paranoid, anxious , 1. earthy, 2. woody, 3. pine ,49.0,snow lotus,n,n,n,n,n,n
2627,hybrid,snow lotus, relaxed, euphoric, happy, uplifted, talkative , depression, fatigue, insomnia, stress, pain , anxious, dizzy, dry mouth ,,, 1. earthy, 2. lemon, 3. chemical ,28.0,afgooey,blockhead,n,n,n,n,n
2628,indica,snow monster, relaxed, sleepy, happy, giggly, euphoric , pain, insomnia, stress, depression, inflammation , dry mouth, dry eyes, dizzy, anxious ,, 1. earthy, 2. sweet, 3. blue cheese ,34.0,the white,starfighter,n,n,n,n,n
2629,indica,snow mountain, relaxed, sleepy, uplifted, euphoric ,, inflammation, insomnia, muscle spasms, pain, stress , dry mouth ,,,,, 1. flowery ,,,3.0,snowcap,pure kush,n,n,n,n,n
2630,indica,snow ryder, aroused, relaxed, sleepy, uplifted ,, depression, insomnia, muscle spasms, stress ,, dizzy ,,,,, 1. earthy, 2. mint, 3. pepper ,1.0,n,n,n,n,n,n,n
2631,hybrid,snow white, relaxed, uplifted, happy, giggly, euphoric , depression, stress, pain, nausea, fatigue , dry mouth, headache, dry eyes, dizzy, paranoid , 1. earthy, 2. woody, 3. sweet ,150.0,white widow,n,n,n,n,n,n
2632,hybrid,snowland, relaxed, happy, euphoric, uplifted, hungry , stress, nausea, headaches, cramps, fatigue , dizzy, dry mouth, dry eyes, anxious, paranoid , 1. lemon, 2. earthy, 3. woody ,42.0,snowcap,la confidential,n,n,n,n,n
2633,hybrid,snowcap, relaxed, happy, creative, uplifted, energetic , stress, pain, depression, inflammation, fatigue , dry mouth, paranoid, dry eyes, anxious, headache , 1. lemon, 2. citrus, 3. earthy ,488.0,haze,n,n,n,n,n,n
2635,sativa,sojay haze, uplifted, euphoric, energetic, happy, focused , stress, depression, fatigue, lack of appetite, nausea , dry mouth, anxious, dry eyes, headache, paranoid , 1. citrus, 2. flowery, 3. lemon ,58.0,bc big bud,n,n,n,n,n,n
2637,indica,somango, relaxed, happy, focused, talkative, uplifted , lack of appetite, stress, pain, insomnia, depression , dry mouth, dizzy, dry eyes, headache, anxious , 1. mango, 2. sweet, 3. tropical ,129.0,super skunk,jack herer,n,n,n,n,n
2639,sativa,sonic screwdriver, creative, hungry, uplifted, happy, euphoric , depression, fatigue, stress, pain, cramps , dry mouth, anxious, dizzy, dry eyes ,, 1. citrus, 2. spicy/herbal, 3. pungent ,20.0,trainwreck,n,n,n,n,n,n
2641,sativa,sonoma coma, energetic, relaxed, happy, hungry, sleepy , depression, stress, fatigue, insomnia, inflammation , paranoid, dry mouth, dry eyes, dizzy, headache , 1. citrus, 2. tropical, 3. earthy ,27.0,n,n,n,n,n,n,n
2643,hybrid,soraya,,,,,,,,,,,,,,,,,,,,afghan kush,snow lotus,n,n,n,n,n
2645,hybrid,sorbet 4,,,,,,,,,,,,,,,,,,,,original glue,n,n,n,n,n,n
2647,hybrid,sorbet dreams,,,,,,,,,,,,,,,,,,,,n,n,n,n,n,n,n
2648,hybrid,sorbet stash,,,,,,,,,,,,,,,,,,,,n,n,n,n,n,n,n
2649,hybrid,sorbetto, relaxed, uplifted, tingly, happy, focused , inflammation, lack of appetite, muscle spasms, eye pressure, nausea ,,,,,, 1. lemon, 2. diesel, 3. flowery ,3.0,n,n,n,n,n,n,n
2650,hybrid,soul assassin og, hungry, relaxed, happy, tingly, talkative , insomnia, stress, pain, fatigue, lack of appetite , dry mouth, dizzy, headache, paranoid, anxious , 1. flowery, 2. citrus, 3. spicy/herbal ,41.0,n,n,n,n,n,n,n
2651,hybrid,soul shine, euphoric, happy, creative, uplifted, giggly , stress, pain, muscle spasms, fatigue, insomnia , headache ,,,,,,,,,n,n,n,n,n,n,n
2652,indica,soulshine aloha, happy, uplifted, relaxed, hungry, sleepy , fatigue, lack of appetite, pain, stress, cramps , dry mouth, dry eyes ,,,, 1. earthy, 2. sweet, 3. nutty ,2.0,n,n,n,n,n,n,n
2653,hybrid,sour alien, relaxed, happy, uplifted, euphoric, focused , pain, stress, lack of appetite, depression, muscle spasms , dry eyes, dry mouth, dizzy, anxious, headache , 1. diesel, 2. pungent, 3. earthy ,124.0,sour diesel,alien kush,n,n,n,n,n
2654,sativa,sour amnesia, euphoric, creative, uplifted, happy, relaxed , depression, stress, pain, lack of appetite, fatigue , dry mouth, dry eyes, anxious, paranoid, dizzy , 1. diesel, 2. citrus, 3. sweet ,109.0,sour diesel,amnesia,n,n,n,n,n
2655,indica,sour ape, relaxed, happy, sleepy, energetic, euphoric , pain, depression, stress, headaches, lack of appetite , dry eyes, dry mouth ,,,, 1. diesel, 2. sweet, 3. grape ,12.0,sour diesel,grape ape,n,n,n,n,n
2656,hybrid,sour apple, happy, relaxed, euphoric, hungry, uplifted , stress, lack of appetite, depression, pain, inflammation , dry eyes, dry mouth, paranoid, dizzy, headache , 1. apple, 2. sweet, 3. earthy ,220.0,sour diesel,cinderella 99,n,n,n,n,n
2657,hybrid,sour banana sherbet, relaxed, happy, euphoric, uplifted, tingly , stress, depression, lack of appetite, pain, nausea , dry mouth, dry eyes, paranoid, anxious, dizzy , 1. sweet, 2. diesel, 3. earthy ,159.0,n,n,n,n,n,n,n
2658,hybrid,sour blueberry, euphoric, relaxed, uplifted, energetic, happy , nausea, stress, depression, inflammation, lack of appetite ,,,,,, 1. berry, 2. blueberry, 3. pine ,9.0,blueberry,sour diesel,n,n,n,n,n
2659,hybrid,sour boggle, aroused, relaxed ,,,, depression, insomnia, nausea, pain, stress , anxious, dry eyes, paranoid ,,,,,,,sour bubble,n,n,n,n,n,n
2660,sativa,sour breath, focused, happy, energetic, creative, uplifted , stress, depression, cramps, eye pressure, pain , anxious, dry eyes, dry mouth, paranoid ,, 1. pine, 2. earthy, 3. woody ,17.0,sour diesel,lambs bread,n,n,n,n,n
2661,indica,sour bubba, euphoric, happy, relaxed, uplifted, sleepy , stress, depression, inflammation, nausea, insomnia , dry mouth, dry eyes ,,,, 1. spicy/herbal, 2. diesel, 3. sweet ,29.0,sour diesel,bubba kush,n,n,n,n,n
2662,indica,sour bubble, relaxed, happy, uplifted, euphoric, sleepy , depression, pain, stress, insomnia, fatigue , dry mouth, dizzy, dry eyes, anxious ,, 1. sweet, 2. earthy, 3. pungent ,42.0,bog bubble,n,n,n,n,n,n
2663,hybrid,sour candy, uplifted, euphoric, happy, relaxed, focused , depression, fatigue, lack of appetite, inflammation, stress , dry mouth, dry eyes, anxious, dizzy ,, 1. sweet, 2. earthy, 3. pine ,46.0,sour diesel,bubble gum,n,n,n,n,n
2664,hybrid,sour cherry sherbert, uplifted, euphoric, relaxed, focused, happy , pain, stress, insomnia, fatigue, headaches , dry mouth, paranoid, dry eyes, headache ,, 1. lemon, 2. sweet, 3. diesel ,16.0,sunset sherbet,n,n,n,n,n,n
2665,sativa,sour chocolate, uplifted, creative, sleepy, happy, energetic , insomnia, stress, fatigue, nausea, pain , dry eyes, dry mouth, headache, dizzy ,, 1. diesel, 2. earthy, 3. sweet ,,n,n,n,n,n,n,n
2666,hybrid,sour chunk, relaxed, euphoric, hungry, creative, happy , stress, cramps, depression, headaches, inflammation , dry eyes, dry mouth, anxious, dizzy, headache , 1. sweet, 2. earthy, 3. berry ,12.0,deep chunk,east coast sour diesel,n,n,n,n,n
2667,hybrid,sour cookies, relaxed, uplifted, euphoric, happy, giggly , depression, pain, insomnia, stress, fatigue , dry mouth, paranoid, dry eyes, anxious, dizzy , 1. diesel, 2. berry, 3. grape ,92.0,girl scout cookies,sour diesel,n,n,n,n,n
2668,hybrid,sour cream, happy, relaxed, uplifted, euphoric, focused , stress, pain, depression, fatigue, headaches , dry mouth, dry eyes, dizzy, anxious, paranoid , 1. diesel, 2. earthy, 3. sweet ,85.0,sour diesel,g13 haze,n,n,n,n,n
2669,sativa,sour diesel, happy, uplifted, energetic, euphoric, creative , stress, depression, pain, fatigue, lack of appetite , dry mouth, dry eyes, anxious, paranoid, dizzy , 1. diesel, 2. earthy, 3. pungent ,7317.0,chemdog 91,super skunk,n,n,n,n,n
2670,hybrid,sour dream, euphoric, happy, relaxed, talkative, uplifted , stress, fatigue, pain, muscle spasms, inflammation , dry mouth, dry eyes, dizzy, anxious, headache , 1. skunk, 2. berry, 3. woody ,121.0,sour diesel,blue dream,n,n,n,n,n
2671,hybrid,sour dubble, energetic, focused, creative, happy, talkative , depression, insomnia, fatigue, lack of appetite, pain , dry mouth, dry eyes, headache ,,, 1. diesel, 2. woody, 3. spicy/herbal ,19.0,sour diesel,sour bubble,n,n,n,n,n
2672,sativa,sour flower, creative, uplifted, energetic, focused, happy , stress, depression, fatigue, pain, headaches , dry mouth, dry eyes, dizzy, anxious ,, 1. earthy, 2. skunk, 3. citrus ,40.0,super silver haze,n,n,n,n,n,n
2673,hybrid,sour grape, relaxed, happy, uplifted, euphoric, talkative , stress, depression, pain, lack of appetite, nausea , dry mouth, dry eyes, dizzy, paranoid, headache , 1. grape, 2. earthy, 3. sweet ,191.0,sour diesel,granddaddy purple,n,n,n,n,n
2674,sativa,sour haze, relaxed, energetic, happy, uplifted, euphoric , stress, pain, fatigue, lack of appetite, muscle spasms , anxious, dry mouth, dry eyes, paranoid, dizzy , 1. citrus, 2. earthy, 3. diesel ,68.0,sour diesel,haze,n,n,n,n,n
2675,hybrid,sour headband, relaxed, uplifted, happy, talkative, euphoric , depression, stress, headaches, fatigue, inflammation , dry eyes, anxious, dry mouth, dizzy, paranoid , 1. diesel, 2. pungent, 3. citrus ,33.0,sour diesel,headband,n,n,n,n,n
2676,sativa,sour jack, focused, energetic, uplifted, happy, euphoric , depression, stress, fatigue, headaches, pain , dry mouth, dizzy, paranoid, dry eyes, headache , 1. citrus, 2. diesel, 3. lemon ,182.0,sour diesel,jack herer,n,n,n,n,n
2677,hybrid,sour jilly, happy, euphoric, uplifted, energetic, creative , stress, depression, fatigue, headaches, inflammation , dry eyes, headache, dry mouth ,,, 1. berry, 2. tropical, 3. sweet ,21.0,n,n,n,n,n,n,n
2678,sativa,sour joker, energetic, euphoric, happy, relaxed, uplifted , stress, depression, fatigue, pain, inflammation , dry mouth, dry eyes, anxious, dizzy, paranoid , 1. citrus, 2. diesel, 3. sweet ,58.0,amnesia haze,east coast sour diesel,n,n,n,n,n
2679,hybrid,sour kosher,,,,,,,,,,,,,,,,,,,1.0,sour diesel,kosher kush,n,n,n,n,n
2680,hybrid,sour kush, relaxed, happy, euphoric, uplifted, creative , stress, depression, pain, headaches, lack of appetite , dry mouth, dry eyes, dizzy, headache, paranoid , 1. diesel, 2. earthy, 3. pungent ,579.0,sour diesel,og kush,n,n,n,n,n
2681,hybrid,sour lsd, happy, uplifted, energetic, euphoric, creative , stress, pain, lack of appetite, depression, fatigue , headache, dry mouth, anxious, dizzy, paranoid , 1. pungent, 2. skunk, 3. chemical ,29.0,sour bubble,lsd,n,n,n,n,n
2682,hybrid,sour lemon og, relaxed, creative, uplifted, euphoric, happy , fatigue, depression, stress, headaches, nausea , dry mouth, dry eyes, paranoid, anxious, dizzy , 1. lemon, 2. citrus, 3. lime ,94.0,california sour,lemon og kush,n,n,n,n,n
2683,hybrid,sour lemons,,,,,,,,,,,,,,,,,,,,n,n,n,n,n,n,n
2684,hybrid,sour lifesavers, hungry, relaxed ,,,, depression, insomnia, nausea, pain, stress , anxious, headache, paranoid ,,,,,,,n,n,n,n,n,n,n
2685,sativa,sour maui, happy, energetic, talkative, relaxed, focused , stress, depression, fatigue, lack of appetite, pain , dry eyes, dry mouth, paranoid, anxious, dizzy , 1. pineapple, 2. citrus, 3. tropical ,49.0,sour diesel,maui wowie,n,n,n,n,n
2687,hybrid,sour og, relaxed, happy, uplifted, euphoric, energetic , stress, depression, pain, fatigue, headaches , dry mouth, dry eyes, paranoid, anxious, dizzy , 1. earthy, 2. diesel, 3. pungent ,669.0,sour diesel,og kush,n,n,n,n,n
2689,hybrid,sour patch kiss, energetic, uplifted, focused, creative, relaxed , stress, depression, fatigue, pain, spasticity , dry eyes, anxious, dry mouth, dizzy, headache , 1. citrus, 2. sweet, 3. strawberry ,33.0,kimbo kush,sour kush,n,n,n,n,n
2691,sativa,sour pebbles, happy, energetic, euphoric, focused, uplifted , depression, stress, fatigue, pain, headaches , dry mouth, dry eyes ,,,, 1. berry, 2. sweet, 3. earthy ,35.0,fruity pebbles,n,n,n,n,n,n
2693,sativa,sour poison, uplifted, relaxed, energetic, happy, hungry , depression, stress, lack of appetite, pain, insomnia , dry mouth, dry eyes, anxious ,,, 1. citrus, 2. diesel, 3. grapefruit ,21.0,sour diesel,durban poison,n,n,n,n,n
2695,hybrid,sour power, happy, relaxed, energetic, creative, euphoric , stress, depression, fatigue, pain, headaches , dry eyes, dry mouth, dizzy, anxious, paranoid , 1. earthy, 2. citrus, 3. sweet ,44.0,starbud,east coast sour diesel,n,n,n,n,n
2697,hybrid,sour power og, relaxed, aroused, focused, sleepy, tingly , stress, insomnia, depression, pain, muscle spasms , dry eyes, dry mouth, anxious, paranoid ,, 1. earthy, 2. lemon, 3. ammonia ,7.0,biker kush,sour power,n,n,n,n,n
2699,hybrid,sour sorbet,,,,,,,,,,,,,,,,,,,,sour diesel,n,n,n,n,n,n
2701,hybrid,sour space candy, happy, relaxed, uplifted, aroused, euphoric , insomnia, depression, eye pressure, inflammation, pain ,,,,,, 1. citrus, 2. diesel, 3. earthy ,4.0,sour tsunami,n,n,n,n,n,n
2702,indica,sour spyder, euphoric, relaxed, uplifted, focused, happy , pain, stress, insomnia, muscle spasms, depression , dry mouth, anxious ,,,, 1. lemon, 2. earthy, 3. pungent ,4.0,n,n,n,n,n,n,n
2703,sativa,sour star head, happy, energetic, euphoric, talkative, uplifted , eye pressure, depression, inflammation, lack of appetite, spasticity , dry mouth, dry eyes ,,,, 1. sweet, 2. citrus, 3. tropical ,5.0,sour tangie,star killer,n,n,n,n,n
2704,hybrid,sour strawberry, uplifted, euphoric, creative, focused, talkative , depression, insomnia, pain, stress, eye pressure , anxious, dry eyes, dry mouth, paranoid ,, 1. earthy, 2. strawberry, 3. diesel ,3.0,n,n,n,n,n,n,n
2705,hybrid,sour strawberry diesel, happy, relaxed, euphoric, aroused, uplifted , fatigue, stress, depression, eye pressure, pain , dry mouth, dry eyes, anxious, dizzy, paranoid , 1. strawberry, 2. diesel, 3. sweet ,59.0,n,n,n,n,n,n,n
2706,hybrid,sour sunset, happy, relaxed, euphoric, uplifted, focused , stress, depression, nausea, headaches, insomnia , dry mouth, dry eyes, anxious, dizzy, headache , 1. sweet, 2. berry, 3. grapefruit ,45.0,sour diesel,n,n,n,n,n,n
2707,sativa,sour tangie, happy, uplifted, energetic, euphoric, relaxed , stress, depression, pain, fatigue, headaches , dry mouth, dry eyes, anxious, dizzy, headache , 1. citrus, 2. orange, 3. diesel ,520.0,east coast sour diesel,tangie,n,n,n,n,n
2708,hybrid,sour tsunami, relaxed, focused, happy, uplifted, energetic , stress, pain, depression, muscle spasms, inflammation , dry mouth, dry eyes, headache, anxious, dizzy , 1. citrus, 2. diesel, 3. earthy ,232.0,sour diesel,nyc diesel,n,n,n,n,n
2709,hybrid,sour urkle, euphoric, relaxed, happy, uplifted, creative , pain, stress, depression, fatigue, inflammation , dry mouth, anxious, paranoid, dry eyes, dizzy , 1. citrus, 2. berry, 3. diesel ,57.0,sour diesel,purple urkle,n,n,n,n,n
2710,sativa,sour willie, uplifted, relaxed, happy, euphoric, energetic , depression, stress, lack of appetite, pain, nausea , dry mouth, dry eyes, headache, anxious, dizzy , 1. pungent, 2. citrus, 3. sweet ,41.0,sour diesel,willie nelson,n,n,n,n,n
2711,sativa,sourlope, happy, focused, energetic, uplifted, talkative , stress, fatigue, muscle spasms, depression, pain , dizzy, dry mouth, paranoid, dry eyes, anxious , 1. sweet, 2. tropical, 3. pungent ,,nyc diesel,cannalope haze,n,n,n,n,n
2712,sativa,south american, happy, hungry, sleepy, euphoric, energetic , nausea, eye pressure, stress, pain, lack of appetite , dry eyes, dry mouth, dizzy, paranoid, anxious , 1. earthy, 2. woody, 3. ammonia ,27.0,n,n,n,n,n,n,n
2713,sativa,south asian sativa, energetic, euphoric, giggly, happy ,,,,,,,,,,,, 1. diesel, 2. earthy ,,2.0,n,n,n,n,n,n,n
2714,indica,south central la, euphoric, focused, hungry, relaxed, uplifted , depression, stress ,,,, dry mouth, dry eyes, paranoid ,,, 1. sweet, 2. berry, 3. blueberry ,,n,n,n,n,n,n,n
2715,indica,south indian indica,,,,,,,,,,,,,,,,,,,5.0,n,n,n,n,n,n,n
2716,sativa,southern lights, uplifted, euphoric, creative, energetic, focused , headaches, seizures ,,,, dry eyes, dry mouth ,,,, 1. lemon, 2. pungent ,,9.0,nyc diesel,sensi star,n,n,n,n,n
2717,hybrid,space bomb, euphoric, happy, creative, uplifted, relaxed , stress, depression, inflammation, headaches, insomnia , dry mouth, dry eyes, dizzy, anxious, paranoid , 1. citrus, 2. diesel, 3. woody ,96.0,space queen,n,n,n,n,n,n
2718,hybrid,space cake, happy, uplifted, euphoric, giggly, creative , depression, fatigue, muscle spasms, stress, inflammation , dry mouth ,,,,, 1. nutty, 2. spicy/herbal, 3. berry ,9.0,snow lotus,n,n,n,n,n,n
2719,hybrid,space candy, euphoric, relaxed, tingly, energetic, hungry , stress, fatigue, depression, insomnia, spasticity , dry mouth, dry eyes, anxious, dizzy, headache , 1. sweet, 2. earthy, 3. apple ,94.0,space queen,cotton candy kush,n,n,n,n,n
2720,hybrid,space cream, relaxed, happy, talkative, euphoric, uplifted , pain, stress, depression, fatigue, muscle spasms , dry mouth, paranoid, anxious, dry eyes, headache , 1. sweet, 2. citrus, 3. earthy ,25.0,space queen,timewreck,n,n,n,n,n
2721,indica,space dawg, euphoric, relaxed, uplifted, focused, sleepy , headaches, stress, pain, depression, insomnia , dry mouth, dry eyes, dizzy, headache, paranoid , 1. pine, 2. spicy/herbal, 3. tobacco ,49.0,super snow dog,space queen,n,n,n,n,n
2722,sativa,space jill, creative, uplifted, focused, energetic, euphoric , pain, stress, depression, fatigue, nausea , dry mouth, dry eyes, dizzy, paranoid ,,,,,24.0,space queen,n,n,n,n,n,n
2723,indica,space monster, relaxed, euphoric, sleepy, creative, happy , stress, cramps, fatigue, headaches, inflammation , dizzy, dry mouth, headache ,,, 1. chemical, 2. pear, 3. ammonia ,,afghani,n,n,n,n,n,n
2724,sativa,space needle, uplifted, happy, relaxed, euphoric, hungry , depression, stress, fatigue, headaches, pain , dry mouth, dry eyes, anxious, dizzy ,, 1. pungent, 2. pine, 3. chemical ,12.0,blue dream,vortex,n,n,n,n,n
2725,hybrid,space poison,,,,,,,,,,,,,,,,,,,,apollo 13,mozambique poison,n,n,n,n,n
2726,hybrid,space queen, happy, uplifted, euphoric, relaxed, giggly , stress, depression, pain, nausea, fatigue , dry mouth, dry eyes, dizzy, paranoid, headache , 1. sweet, 2. earthy, 3. flowery ,567.0,romulan,cinderella 99,n,n,n,n,n
2727,hybrid,special k, happy, euphoric, energetic, focused, uplifted , headaches, nausea, eye pressure, inflammation, depression , dry mouth, dry eyes ,,,, 1. flowery, 2. earthy, 3. sweet ,,n,n,n,n,n,n,n
2728,indica,special kush 1, relaxed, euphoric, happy, hungry, uplifted , pain, insomnia, lack of appetite, depression, stress , dry mouth, dry eyes ,,,, 1. earthy, 2. woody, 3. sweet ,17.0,afghani,n,n,n,n,n,n
